Date,SKU_ID,Warehouse,Units_Sold
2025-03-11,SKU005,Pune_DC,14
2025-03-11,SKU005,Bangalore_DC,40
2025-03-11,SKU006,Mumbai_DC,19
2025-03-11,SKU006,Pune_DC,19
2025-03-11,SKU006,Bangalore_DC,27
2025-03-11,SKU007,Mumbai_DC,16
2025-03-11,SKU007,Pune_DC,27
2025-03-11,SKU007,Bangalore_DC,42
2025-03-11,SKU008,Mumbai_DC,5
2025-03-11,SKU008,Pune_DC,11
2025-03-11,SKU008,Bangalore_DC,25
2025-03-11,SKU009,Mumbai_DC,22
2025-03-11,SKU009,Pune_DC,36
2025-03-11,SKU009,Bangalore_DC,16
2025-03-11,SKU010,Mumbai_DC,24
2025-03-11,SKU010,Pune_DC,19
2025-03-11,SKU010,Bangalore_DC,10
2025-03-11,SKU011,Mumbai_DC,2
2025-03-11,SKU011,Pune_DC,36
2025-03-11,SKU011,Bangalore_DC,4
2025-03-11,SKU012,Mumbai_DC,36
2025-03-11,SKU012,Pune_DC,25
2025-03-11,SKU012,Bangalore_DC,33
2025-03-11,SKU013,Mumbai_DC,40
2025-03-11,SKU013,Pune_DC,35
2025-03-11,SKU013,Bangalore_DC,26
2025-03-11,SKU014,Mumbai_DC,13
2025-03-11,SKU014,Pune_DC,21
2025-03-11,SKU014,Bangalore_DC,24
2025-03-11,SKU015,Mumbai_DC,34
2025-03-11,SKU015,Pune_DC,2
2025-03-11,SKU015,Bangalore_DC,30
2025-03-11,SKU016,Mumbai_DC,25
2025-03-11,SKU016,Pune_DC,19
2025-03-11,SKU016,Bangalore_DC,9
2025-03-11,SKU017,Mumbai_DC,18
2025-03-11,SKU017,Pune_DC,23
2025-03-11,SKU017,Bangalore_DC,10
2025-03-11,SKU018,Mumbai_DC,25
2025-03-11,SKU018,Pune_DC,22
2025-03-11,SKU018,Bangalore_DC,36
2025-03-11,SKU019,Mumbai_DC,26
2025-03-11,SKU019,Pune_DC,31
2025-03-11,SKU019,Bangalore_DC,29
2025-03-11,SKU020,Mumbai_DC,33
2025-03-11,SKU020,Pune_DC,30
2025-03-11,SKU020,Bangalore_DC,34
2025-03-11,SKU021,Mumbai_DC,18
2025-03-11,SKU021,Pune_DC,32
2025-03-11,SKU021,Bangalore_DC,24
2025-03-11,SKU022,Mumbai_DC,31
2025-03-11,SKU022,Pune_DC,35
2025-03-11,SKU022,Bangalore_DC,36
2025-03-11,SKU023,Mumbai_DC,38
2025-03-11,SKU023,Pune_DC,38
2025-03-11,SKU023,Bangalore_DC,42
2025-03-11,SKU024,Mumbai_DC,0
2025-03-11,SKU024,Pune_DC,29
2025-03-11,SKU024,Bangalore_DC,11
2025-03-11,SKU025,Mumbai_DC,26
2025-03-11,SKU025,Pune_DC,26
2025-03-11,SKU025,Bangalore_DC,33
2025-03-11,SKU026,Mumbai_DC,19
2025-03-11,SKU026,Pune_DC,13
2025-03-11,SKU026,Bangalore_DC,27
2025-03-11,SKU027,Mumbai_DC,3
2025-03-11,SKU027,Pune_DC,26
2025-03-11,SKU027,Bangalore_DC,34
2025-03-11,SKU028,Mumbai_DC,13
2025-03-11,SKU028,Pune_DC,19
2025-03-11,SKU028,Bangalore_DC,43
2025-03-11,SKU029,Mumbai_DC,21
2025-03-11,SKU029,Pune_DC,25
2025-03-11,SKU029,Bangalore_DC,31
2025-03-11,SKU030,Mumbai_DC,32
2025-03-11,SKU030,Pune_DC,32
2025-03-11,SKU030,Bangalore_DC,22
2025-03-11,SKU031,Mumbai_DC,13
2025-03-11,SKU031,Pune_DC,11
2025-03-11,SKU031,Bangalore_DC,20
2025-03-11,SKU032,Mumbai_DC,12
2025-03-11,SKU032,Pune_DC,2
2025-03-11,SKU032,Bangalore_DC,18
2025-03-11,SKU033,Mumbai_DC,6
2025-03-11,SKU033,Pune_DC,16
2025-03-11,SKU033,Bangalore_DC,30
2025-03-11,SKU034,Mumbai_DC,12
2025-03-11,SKU034,Pune_DC,17
2025-03-11,SKU034,Bangalore_DC,15
2025-03-11,SKU035,Mumbai_DC,32
2025-03-11,SKU035,Pune_DC,19
2025-03-11,SKU035,Bangalore_DC,38
2025-03-11,SKU036,Mumbai_DC,24
2025-03-11,SKU036,Pune_DC,13
2025-03-11,SKU036,Bangalore_DC,17
2025-03-11,SKU037,Mumbai_DC,13
2025-03-11,SKU037,Pune_DC,43
2025-03-11,SKU037,Bangalore_DC,38
2025-03-11,SKU038,Mumbai_DC,20
2025-03-11,SKU038,Pune_DC,36
2025-03-11,SKU038,Bangalore_DC,4
2025-03-11,SKU039,Mumbai_DC,23
2025-03-11,SKU039,Pune_DC,5
2025-03-11,SKU039,Bangalore_DC,29
2025-03-11,SKU040,Mumbai_DC,12
2025-03-11,SKU040,Pune_DC,30
2025-03-11,SKU040,Bangalore_DC,13
2025-03-11,SKU041,Mumbai_DC,5
2025-03-11,SKU041,Pune_DC,15
2025-03-11,SKU041,Bangalore_DC,27
2025-03-11,SKU042,Mumbai_DC,13
2025-03-11,SKU042,Pune_DC,37
2025-03-11,SKU042,Bangalore_DC,12
2025-03-11,SKU043,Mumbai_DC,1
2025-03-11,SKU043,Pune_DC,28
2025-03-11,SKU043,Bangalore_DC,36
2025-03-11,SKU044,Mumbai_DC,27
2025-03-11,SKU044,Pune_DC,34
2025-03-11,SKU044,Bangalore_DC,22
2025-03-11,SKU045,Mumbai_DC,25
2025-03-11,SKU045,Pune_DC,35
2025-03-11,SKU045,Bangalore_DC,4
2025-03-11,SKU046,Mumbai_DC,19
2025-03-11,SKU046,Pune_DC,33
2025-03-11,SKU046,Bangalore_DC,22
2025-03-11,SKU047,Mumbai_DC,33
2025-03-11,SKU047,Pune_DC,33
2025-03-11,SKU047,Bangalore_DC,21
2025-03-11,SKU048,Mumbai_DC,32
2025-03-11,SKU048,Pune_DC,29
2025-03-11,SKU048,Bangalore_DC,20
2025-03-11,SKU049,Mumbai_DC,8
2025-03-11,SKU049,Pune_DC,40
2025-03-11,SKU049,Bangalore_DC,17
2025-03-11,SKU050,Mumbai_DC,31
2025-03-11,SKU050,Pune_DC,13
2025-03-11,SKU050,Bangalore_DC,5
2025-03-11,SKU051,Mumbai_DC,25
2025-03-11,SKU051,Pune_DC,6
2025-03-11,SKU051,Bangalore_DC,34
2025-03-11,SKU052,Mumbai_DC,19
2025-03-11,SKU052,Pune_DC,7
2025-03-11,SKU052,Bangalore_DC,33
2025-03-11,SKU053,Mumbai_DC,30
2025-03-11,SKU053,Pune_DC,3
2025-03-11,SKU053,Bangalore_DC,21
2025-03-11,SKU054,Mumbai_DC,14
2025-03-11,SKU054,Pune_DC,27
2025-03-11,SKU054,Bangalore_DC,26
2025-03-11,SKU055,Mumbai_DC,33
2025-03-11,SKU055,Pune_DC,22
2025-03-11,SKU055,Bangalore_DC,37
2025-03-11,SKU056,Mumbai_DC,21
2025-03-11,SKU056,Pune_DC,24
2025-03-11,SKU056,Bangalore_DC,32
2025-03-11,SKU057,Mumbai_DC,14
2025-03-11,SKU057,Pune_DC,2
2025-03-11,SKU057,Bangalore_DC,26
2025-03-11,SKU058,Mumbai_DC,4
2025-03-11,SKU058,Pune_DC,27
2025-03-11,SKU058,Bangalore_DC,10
2025-03-11,SKU059,Mumbai_DC,19
2025-03-11,SKU059,Pune_DC,12
2025-03-11,SKU059,Bangalore_DC,12
2025-03-11,SKU060,Mumbai_DC,13
2025-03-11,SKU060,Pune_DC,6
2025-03-11,SKU060,Bangalore_DC,32
2025-03-11,SKU061,Mumbai_DC,15
2025-03-11,SKU061,Pune_DC,10
2025-03-11,SKU061,Bangalore_DC,1
2025-03-11,SKU062,Mumbai_DC,35
2025-03-11,SKU062,Pune_DC,14
2025-03-11,SKU062,Bangalore_DC,38
2025-03-11,SKU063,Mumbai_DC,20
2025-03-11,SKU063,Pune_DC,1
2025-03-11,SKU063,Bangalore_DC,33
2025-03-11,SKU064,Mumbai_DC,23
2025-03-11,SKU064,Pune_DC,36
2025-03-11,SKU064,Bangalore_DC,37
2025-03-11,SKU065,Mumbai_DC,0
2025-03-11,SKU065,Pune_DC,19
2025-03-11,SKU065,Bangalore_DC,30
2025-03-11,SKU066,Mumbai_DC,33
2025-03-11,SKU066,Pune_DC,14
2025-03-11,SKU066,Bangalore_DC,23
2025-03-11,SKU067,Mumbai_DC,30
2025-03-11,SKU067,Pune_DC,20
2025-03-11,SKU067,Bangalore_DC,26
2025-03-11,SKU068,Mumbai_DC,5
2025-03-11,SKU068,Pune_DC,32
2025-03-11,SKU068,Bangalore_DC,24
2025-03-11,SKU069,Mumbai_DC,30
2025-03-11,SKU069,Pune_DC,18
2025-03-11,SKU069,Bangalore_DC,9
2025-03-11,SKU070,Mumbai_DC,15
2025-03-11,SKU070,Pune_DC,17
2025-03-11,SKU070,Bangalore_DC,33
2025-03-11,SKU071,Mumbai_DC,7
2025-03-11,SKU071,Pune_DC,3
2025-03-11,SKU071,Bangalore_DC,41
2025-03-11,SKU072,Mumbai_DC,16
2025-03-11,SKU072,Pune_DC,25
2025-03-11,SKU072,Bangalore_DC,26
2025-03-11,SKU073,Mumbai_DC,16
2025-03-11,SKU073,Pune_DC,23
2025-03-11,SKU073,Bangalore_DC,42
2025-03-11,SKU074,Mumbai_DC,40
2025-03-11,SKU074,Pune_DC,8
2025-03-11,SKU074,Bangalore_DC,16
2025-03-11,SKU075,Mumbai_DC,5
2025-03-11,SKU075,Pune_DC,0
2025-03-11,SKU075,Bangalore_DC,17
2025-03-11,SKU076,Mumbai_DC,23
2025-03-11,SKU076,Pune_DC,0
2025-03-11,SKU076,Bangalore_DC,10
2025-03-11,SKU077,Mumbai_DC,36
2025-03-11,SKU077,Pune_DC,5
2025-03-11,SKU077,Bangalore_DC,25
2025-03-11,SKU078,Mumbai_DC,29
2025-03-11,SKU078,Pune_DC,35
2025-03-11,SKU078,Bangalore_DC,18
2025-03-11,SKU079,Mumbai_DC,32
2025-03-11,SKU079,Pune_DC,2
2025-03-11,SKU079,Bangalore_DC,6
2025-03-11,SKU080,Mumbai_DC,34
2025-03-11,SKU080,Pune_DC,2
2025-03-11,SKU080,Bangalore_DC,40
2025-03-11,SKU081,Mumbai_DC,17
2025-03-11,SKU081,Pune_DC,35
2025-03-11,SKU081,Bangalore_DC,1
2025-03-11,SKU082,Mumbai_DC,27
2025-03-11,SKU082,Pune_DC,20
2025-03-11,SKU082,Bangalore_DC,25
2025-03-11,SKU083,Mumbai_DC,18
2025-03-11,SKU083,Pune_DC,23
2025-03-11,SKU083,Bangalore_DC,32
2025-03-11,SKU084,Mumbai_DC,0
2025-03-11,SKU084,Pune_DC,31
2025-03-11,SKU084,Bangalore_DC,23
2025-03-11,SKU085,Mumbai_DC,24
2025-03-11,SKU085,Pune_DC,26
2025-03-11,SKU085,Bangalore_DC,32
2025-03-11,SKU086,Mumbai_DC,27
2025-03-11,SKU086,Pune_DC,2
2025-03-11,SKU086,Bangalore_DC,30
2025-03-11,SKU087,Mumbai_DC,27
2025-03-11,SKU087,Pune_DC,21
2025-03-11,SKU087,Bangalore_DC,29
2025-03-11,SKU088,Mumbai_DC,40
2025-03-11,SKU088,Pune_DC,39
2025-03-11,SKU088,Bangalore_DC,34
2025-03-11,SKU089,Mumbai_DC,7
2025-03-11,SKU089,Pune_DC,19
2025-03-11,SKU089,Bangalore_DC,12
2025-03-11,SKU090,Mumbai_DC,28
2025-03-11,SKU090,Pune_DC,24
2025-03-11,SKU090,Bangalore_DC,0
2025-03-11,SKU091,Mumbai_DC,20
2025-03-11,SKU091,Pune_DC,13
2025-03-11,SKU091,Bangalore_DC,41
2025-03-11,SKU092,Mumbai_DC,3
2025-03-11,SKU092,Pune_DC,6
2025-03-11,SKU092,Bangalore_DC,5
2025-03-11,SKU093,Mumbai_DC,32
2025-03-11,SKU093,Pune_DC,36
2025-03-11,SKU093,Bangalore_DC,0
2025-03-11,SKU094,Mumbai_DC,25
2025-03-11,SKU094,Pune_DC,26
2025-03-11,SKU094,Bangalore_DC,12
2025-03-11,SKU095,Mumbai_DC,26
2025-03-11,SKU095,Pune_DC,18
2025-03-11,SKU095,Bangalore_DC,36
2025-03-11,SKU096,Mumbai_DC,37
2025-03-11,SKU096,Pune_DC,25
2025-03-11,SKU096,Bangalore_DC,35
2025-03-11,SKU097,Mumbai_DC,33
2025-03-11,SKU097,Pune_DC,26
2025-03-11,SKU097,Bangalore_DC,23
2025-03-11,SKU098,Mumbai_DC,28
2025-03-11,SKU098,Pune_DC,44
2025-03-11,SKU098,Bangalore_DC,29
2025-03-11,SKU099,Mumbai_DC,19
2025-03-11,SKU099,Pune_DC,22
2025-03-11,SKU099,Bangalore_DC,20
2025-03-11,SKU100,Mumbai_DC,32
2025-03-11,SKU100,Pune_DC,9
2025-03-11,SKU100,Bangalore_DC,32
2025-03-12,SKU001,Mumbai_DC,7
2025-03-12,SKU001,Pune_DC,13
2025-03-12,SKU001,Bangalore_DC,15
2025-03-12,SKU002,Mumbai_DC,2
2025-03-12,SKU002,Pune_DC,23
2025-03-12,SKU002,Bangalore_DC,31
2025-03-12,SKU003,Mumbai_DC,23
2025-03-12,SKU003,Pune_DC,23
2025-03-12,SKU003,Bangalore_DC,19
2025-03-12,SKU004,Mumbai_DC,32
2025-03-12,SKU004,Pune_DC,28
2025-03-12,SKU004,Bangalore_DC,0
2025-03-12,SKU005,Mumbai_DC,23
2025-03-12,SKU005,Pune_DC,13
2025-03-12,SKU005,Bangalore_DC,34
2025-03-12,SKU006,Mumbai_DC,8
2025-03-12,SKU006,Pune_DC,7
2025-03-12,SKU006,Bangalore_DC,8
2025-03-12,SKU007,Mumbai_DC,6
2025-03-12,SKU007,Pune_DC,9
2025-03-12,SKU007,Bangalore_DC,38
2025-03-12,SKU008,Mumbai_DC,27
2025-03-12,SKU008,Pune_DC,25
2025-03-12,SKU008,Bangalore_DC,29
2025-03-12,SKU009,Mumbai_DC,38
2025-03-12,SKU009,Pune_DC,26
2025-03-12,SKU009,Bangalore_DC,3
2025-03-12,SKU010,Mumbai_DC,19
2025-03-12,SKU010,Pune_DC,14
2025-03-12,SKU010,Bangalore_DC,8
2025-03-12,SKU011,Mumbai_DC,28
2025-03-12,SKU011,Pune_DC,23
2025-03-12,SKU011,Bangalore_DC,17
2025-03-12,SKU012,Mumbai_DC,15
2025-03-12,SKU012,Pune_DC,26
2025-03-12,SKU012,Bangalore_DC,32
2025-03-12,SKU013,Mumbai_DC,27
2025-03-12,SKU013,Pune_DC,6
2025-03-12,SKU013,Bangalore_DC,15
2025-03-12,SKU014,Mumbai_DC,21
2025-03-12,SKU014,Pune_DC,9
2025-03-12,SKU014,Bangalore_DC,25
2025-03-12,SKU015,Mumbai_DC,12
2025-03-12,SKU015,Pune_DC,8
2025-03-12,SKU015,Bangalore_DC,35
2025-03-12,SKU016,Mumbai_DC,20
2025-03-12,SKU016,Pune_DC,14
2025-03-12,SKU016,Bangalore_DC,10
2025-03-12,SKU017,Mumbai_DC,14
2025-03-12,SKU017,Pune_DC,6
2025-03-12,SKU017,Bangalore_DC,24
2025-03-12,SKU018,Mumbai_DC,31
2025-03-12,SKU018,Pune_DC,8
2025-03-12,SKU018,Bangalore_DC,7
2025-03-12,SKU019,Mumbai_DC,9
2025-03-12,SKU019,Pune_DC,35
2025-03-12,SKU019,Bangalore_DC,26
2025-03-12,SKU020,Mumbai_DC,28
2025-03-12,SKU020,Pune_DC,13
2025-03-12,SKU020,Bangalore_DC,8
2025-03-12,SKU021,Mumbai_DC,21
2025-03-12,SKU021,Pune_DC,16
2025-03-12,SKU021,Bangalore_DC,15
2025-03-12,SKU022,Mumbai_DC,19
2025-03-12,SKU022,Pune_DC,6
2025-03-12,SKU022,Bangalore_DC,37
2025-03-12,SKU023,Mumbai_DC,22
2025-03-12,SKU023,Pune_DC,30
2025-03-12,SKU023,Bangalore_DC,41
2025-03-12,SKU024,Mumbai_DC,14
2025-03-12,SKU024,Pune_DC,27
2025-03-12,SKU024,Bangalore_DC,17
2025-03-12,SKU025,Mumbai_DC,18
2025-03-12,SKU025,Pune_DC,34
2025-03-12,SKU025,Bangalore_DC,23
2025-03-12,SKU026,Mumbai_DC,30
2025-03-12,SKU026,Pune_DC,0
2025-03-12,SKU026,Bangalore_DC,7
2025-03-12,SKU027,Mumbai_DC,22
2025-03-12,SKU027,Pune_DC,30
2025-03-12,SKU027,Bangalore_DC,24
2025-03-12,SKU028,Mumbai_DC,35
2025-03-12,SKU028,Pune_DC,9
2025-03-12,SKU028,Bangalore_DC,12
2025-03-12,SKU029,Mumbai_DC,3
2025-03-12,SKU029,Pune_DC,15
2025-03-12,SKU029,Bangalore_DC,3
2025-03-12,SKU030,Mumbai_DC,31
2025-03-12,SKU030,Pune_DC,22
2025-03-12,SKU030,Bangalore_DC,35
2025-03-12,SKU031,Mumbai_DC,23
2025-03-12,SKU031,Pune_DC,19
2025-03-12,SKU031,Bangalore_DC,0
2025-03-12,SKU032,Mumbai_DC,34
2025-03-12,SKU032,Pune_DC,39
2025-03-12,SKU032,Bangalore_DC,5
2025-03-12,SKU033,Mumbai_DC,4
2025-03-12,SKU033,Pune_DC,6
2025-03-12,SKU033,Bangalore_DC,16
2025-03-12,SKU034,Mumbai_DC,35
2025-03-12,SKU034,Pune_DC,27
2025-03-12,SKU034,Bangalore_DC,16
2025-03-12,SKU035,Mumbai_DC,22
2025-03-12,SKU035,Pune_DC,39
2025-03-12,SKU035,Bangalore_DC,36
2025-03-12,SKU036,Mumbai_DC,26
2025-03-12,SKU036,Pune_DC,28
2025-03-12,SKU036,Bangalore_DC,11
2025-03-12,SKU037,Mumbai_DC,34
2025-03-12,SKU037,Pune_DC,7
2025-03-12,SKU037,Bangalore_DC,26
2025-03-12,SKU038,Mumbai_DC,0
2025-03-12,SKU038,Pune_DC,31
2025-03-12,SKU038,Bangalore_DC,11
2025-03-12,SKU039,Mumbai_DC,29
2025-03-12,SKU039,Pune_DC,26
2025-03-12,SKU039,Bangalore_DC,33
2025-03-12,SKU040,Mumbai_DC,21
2025-03-12,SKU040,Pune_DC,17
2025-03-12,SKU040,Bangalore_DC,6
2025-03-12,SKU041,Mumbai_DC,21
2025-03-12,SKU041,Pune_DC,23
2025-03-12,SKU041,Bangalore_DC,27
2025-03-12,SKU042,Mumbai_DC,6
2025-03-12,SKU042,Pune_DC,25
2025-03-12,SKU042,Bangalore_DC,38
2025-03-12,SKU043,Mumbai_DC,32
2025-03-12,SKU043,Pune_DC,19
2025-03-12,SKU043,Bangalore_DC,28
2025-03-12,SKU044,Mumbai_DC,17
2025-03-12,SKU044,Pune_DC,15
2025-03-12,SKU044,Bangalore_DC,4
2025-03-12,SKU045,Mumbai_DC,38
2025-03-12,SKU045,Pune_DC,31
2025-03-12,SKU045,Bangalore_DC,20
2025-03-12,SKU046,Mumbai_DC,10
2025-03-12,SKU046,Pune_DC,35
2025-03-12,SKU046,Bangalore_DC,3
2025-03-12,SKU047,Mumbai_DC,7
2025-03-12,SKU047,Pune_DC,35
2025-03-12,SKU047,Bangalore_DC,21
2025-03-12,SKU048,Mumbai_DC,5
2025-03-12,SKU048,Pune_DC,26
2025-03-12,SKU048,Bangalore_DC,27
2025-03-12,SKU049,Mumbai_DC,28
2025-03-12,SKU049,Pune_DC,17
2025-03-12,SKU049,Bangalore_DC,13
2025-03-12,SKU050,Mumbai_DC,14
2025-03-12,SKU050,Pune_DC,38
2025-03-12,SKU050,Bangalore_DC,24
2025-03-12,SKU051,Mumbai_DC,6
2025-03-12,SKU051,Pune_DC,10
2025-03-12,SKU051,Bangalore_DC,34
2025-03-12,SKU052,Mumbai_DC,34
2025-03-12,SKU052,Pune_DC,32
2025-03-12,SKU052,Bangalore_DC,5
2025-03-12,SKU053,Mumbai_DC,31
2025-03-12,SKU053,Pune_DC,18
2025-03-12,SKU053,Bangalore_DC,13
2025-03-12,SKU054,Mumbai_DC,35
2025-03-12,SKU054,Pune_DC,33
2025-03-12,SKU054,Bangalore_DC,10
2025-03-12,SKU055,Mumbai_DC,15
2025-03-12,SKU055,Pune_DC,25
2025-03-12,SKU055,Bangalore_DC,15
2025-03-12,SKU056,Mumbai_DC,0
2025-03-12,SKU056,Pune_DC,19
2025-03-12,SKU056,Bangalore_DC,33
2025-03-12,SKU057,Mumbai_DC,16
2025-03-12,SKU057,Pune_DC,42
2025-03-12,SKU057,Bangalore_DC,34
2025-03-12,SKU058,Mumbai_DC,0
2025-03-12,SKU058,Pune_DC,13
2025-03-12,SKU058,Bangalore_DC,22
2025-03-12,SKU059,Mumbai_DC,22
2025-03-12,SKU059,Pune_DC,16
2025-03-12,SKU059,Bangalore_DC,2
2025-03-12,SKU060,Mumbai_DC,42
2025-03-12,SKU060,Pune_DC,22
2025-03-12,SKU060,Bangalore_DC,23
2025-03-12,SKU061,Mumbai_DC,7
2025-03-12,SKU061,Pune_DC,25
2025-03-12,SKU061,Bangalore_DC,17
2025-03-12,SKU062,Mumbai_DC,3
2025-03-12,SKU062,Pune_DC,23
2025-03-12,SKU062,Bangalore_DC,37
2025-03-12,SKU063,Mumbai_DC,15
2025-03-12,SKU063,Pune_DC,30
2025-03-12,SKU063,Bangalore_DC,6
2025-03-12,SKU064,Mumbai_DC,12
2025-03-12,SKU064,Pune_DC,5
2025-03-12,SKU064,Bangalore_DC,40
2025-03-12,SKU065,Mumbai_DC,30
2025-03-12,SKU065,Pune_DC,0
2025-03-12,SKU065,Bangalore_DC,16
2025-03-12,SKU066,Mumbai_DC,6
2025-03-12,SKU066,Pune_DC,29
2025-03-12,SKU066,Bangalore_DC,18
2025-03-12,SKU067,Mumbai_DC,39
2025-03-12,SKU067,Pune_DC,10
2025-03-12,SKU067,Bangalore_DC,28
2025-03-12,SKU068,Mumbai_DC,1
2025-03-12,SKU068,Pune_DC,41
2025-03-12,SKU068,Bangalore_DC,28
2025-03-12,SKU069,Mumbai_DC,29
2025-03-12,SKU069,Pune_DC,25
2025-03-12,SKU069,Bangalore_DC,23
2025-03-12,SKU070,Mumbai_DC,22
2025-03-12,SKU070,Pune_DC,33
2025-03-12,SKU070,Bangalore_DC,22
2025-03-12,SKU071,Mumbai_DC,36
2025-03-12,SKU071,Pune_DC,36
2025-03-12,SKU071,Bangalore_DC,44
2025-03-12,SKU072,Mumbai_DC,31
2025-03-12,SKU072,Pune_DC,40
2025-03-12,SKU072,Bangalore_DC,35
2025-03-12,SKU073,Mumbai_DC,31
2025-03-12,SKU073,Pune_DC,36
2025-03-12,SKU073,Bangalore_DC,31
2025-03-12,SKU074,Mumbai_DC,25
2025-03-12,SKU074,Pune_DC,24
2025-03-12,SKU074,Bangalore_DC,33
2025-03-12,SKU075,Mumbai_DC,26
2025-03-12,SKU075,Pune_DC,32
2025-03-12,SKU075,Bangalore_DC,17
2025-03-12,SKU076,Mumbai_DC,5
2025-03-12,SKU076,Pune_DC,21
2025-03-12,SKU076,Bangalore_DC,0
2025-03-12,SKU077,Mumbai_DC,8
2025-03-12,SKU077,Pune_DC,15
2025-03-12,SKU077,Bangalore_DC,8
2025-03-12,SKU078,Mumbai_DC,28
2025-03-12,SKU078,Pune_DC,16
2025-03-12,SKU078,Bangalore_DC,22
2025-03-12,SKU079,Mumbai_DC,21
2025-03-12,SKU079,Pune_DC,40
2025-03-12,SKU079,Bangalore_DC,33
2025-03-12,SKU080,Mumbai_DC,39
2025-03-12,SKU080,Pune_DC,18
2025-03-12,SKU080,Bangalore_DC,20
2025-03-12,SKU081,Mumbai_DC,28
2025-03-12,SKU081,Pune_DC,18
2025-03-12,SKU081,Bangalore_DC,11
2025-03-12,SKU082,Mumbai_DC,9
2025-03-12,SKU082,Pune_DC,25
2025-03-12,SKU082,Bangalore_DC,17
2025-03-12,SKU083,Mumbai_DC,18
2025-03-12,SKU083,Pune_DC,12
2025-03-12,SKU083,Bangalore_DC,33
2025-03-12,SKU084,Mumbai_DC,26
2025-03-12,SKU084,Pune_DC,22
2025-03-12,SKU084,Bangalore_DC,26
2025-03-12,SKU085,Mumbai_DC,11
2025-03-12,SKU085,Pune_DC,24
2025-03-12,SKU085,Bangalore_DC,33
2025-03-12,SKU086,Mumbai_DC,8
2025-03-12,SKU086,Pune_DC,21
2025-03-12,SKU086,Bangalore_DC,9
2025-03-12,SKU087,Mumbai_DC,42
2025-03-12,SKU087,Pune_DC,43
2025-03-12,SKU087,Bangalore_DC,18
2025-03-12,SKU088,Mumbai_DC,33
2025-03-12,SKU088,Pune_DC,24
2025-03-12,SKU088,Bangalore_DC,18
2025-03-12,SKU089,Mumbai_DC,25
2025-03-12,SKU089,Pune_DC,38
2025-03-12,SKU089,Bangalore_DC,33
2025-03-12,SKU090,Mumbai_DC,7
2025-03-12,SKU090,Pune_DC,17
2025-03-12,SKU090,Bangalore_DC,18
2025-03-12,SKU091,Mumbai_DC,31
2025-03-12,SKU091,Pune_DC,10
2025-03-12,SKU091,Bangalore_DC,11
2025-03-12,SKU092,Mumbai_DC,34
2025-03-12,SKU092,Pune_DC,18
2025-03-12,SKU092,Bangalore_DC,30
2025-03-12,SKU093,Mumbai_DC,9
2025-03-12,SKU093,Pune_DC,8
2025-03-12,SKU093,Bangalore_DC,3
2025-03-12,SKU094,Mumbai_DC,13
2025-03-12,SKU094,Pune_DC,17
2025-03-12,SKU094,Bangalore_DC,41
2025-03-12,SKU095,Mumbai_DC,14
2025-03-12,SKU095,Pune_DC,10
2025-03-12,SKU095,Bangalore_DC,13
2025-03-12,SKU096,Mumbai_DC,23
2025-03-12,SKU096,Pune_DC,0
2025-03-12,SKU096,Bangalore_DC,21
2025-03-12,SKU097,Mumbai_DC,40
2025-03-12,SKU097,Pune_DC,14
2025-03-12,SKU097,Bangalore_DC,19
2025-03-12,SKU098,Mumbai_DC,30
2025-03-12,SKU098,Pune_DC,7
2025-03-12,SKU098,Bangalore_DC,39
2025-03-12,SKU099,Mumbai_DC,29
2025-03-12,SKU099,Pune_DC,17
2025-03-12,SKU099,Bangalore_DC,12
2025-03-12,SKU100,Mumbai_DC,39
2025-03-12,SKU100,Pune_DC,5
2025-03-12,SKU100,Bangalore_DC,21
2025-03-13,SKU001,Mumbai_DC,16
2025-03-13,SKU001,Pune_DC,38
2025-03-13,SKU001,Bangalore_DC,24
2025-03-13,SKU002,Mumbai_DC,35
2025-03-13,SKU002,Pune_DC,36
2025-03-13,SKU002,Bangalore_DC,37
2025-03-13,SKU003,Mumbai_DC,14
2025-03-13,SKU003,Pune_DC,25
2025-03-13,SKU003,Bangalore_DC,12
2025-03-13,SKU004,Mumbai_DC,3
2025-03-13,SKU004,Pune_DC,0
2025-03-13,SKU004,Bangalore_DC,10
2025-03-13,SKU005,Mumbai_DC,31
2025-03-13,SKU005,Pune_DC,20
2025-03-13,SKU005,Bangalore_DC,8
2025-03-13,SKU006,Mumbai_DC,2
2025-03-13,SKU006,Pune_DC,23
2025-03-13,SKU006,Bangalore_DC,35
2025-03-13,SKU007,Mumbai_DC,34
2025-03-13,SKU007,Pune_DC,0
2025-03-13,SKU007,Bangalore_DC,12
2025-03-13,SKU008,Mumbai_DC,35
2025-03-13,SKU008,Pune_DC,19
2025-03-13,SKU008,Bangalore_DC,36
2025-03-13,SKU009,Mumbai_DC,25
2025-03-13,SKU009,Pune_DC,30
2025-03-13,SKU009,Bangalore_DC,22
2025-03-13,SKU010,Mumbai_DC,28
2025-03-13,SKU010,Pune_DC,32
2025-03-13,SKU010,Bangalore_DC,0
2025-03-13,SKU011,Mumbai_DC,35
2025-03-13,SKU011,Pune_DC,35
2025-03-13,SKU011,Bangalore_DC,38
2025-03-13,SKU012,Mumbai_DC,36
2025-03-13,SKU012,Pune_DC,23
2025-03-13,SKU012,Bangalore_DC,23
2025-03-13,SKU013,Mumbai_DC,27
2025-03-13,SKU013,Pune_DC,19
